id,label
295,"40,41,395"
296,"40,41,135"
297,"40,135,189"
298,"169,170,199"
299,"3,17,21"
300,"3,15,34"
301,"3,169,170"
302,"23,24,38"
303,"3,21,111"
304,"169,170,199"
305,"0,271,288"
306,"23,40,145"
307,"23,26,89"
308,"10,64,65"
309,"40,131,139"
310,"0,216,271"
311,"3,34,447"
312,"3,21,40"
313,"23,24,49"
314,"3,17,18"
315,"0,265,271"
316,"23,38,74"
317,"3,5,85"
318,"23,31,40"
319,"169,199,426"
320,"0,211,216"
321,"40,151,395"
322,"3,40,135"
323,"3,13,53"
324,"40,160,302"
325,"23,24,40"
326,"3,13,28"
327,"169,199,281"
328,"10,24,60"
329,"169,170,199"
330,"10,24,43"
331,"40,128,129"
332,"0,216,249"
333,"3,111,123"
334,"0,271,366"
335,"3,21,40"
336,"23,24,43"
337,"3,34,170"
338,"3,21,30"
339,"3,85,86"
340,"10,220,221"
341,"3,120,147"
342,"40,128,395"
343,"3,5,6"
344,"40,135,250"
345,"40,145,395"
346,"169,296,460"
347,"10,220,221"
348,"3,21,30"
349,"23,169,296"
350,"10,11,109"
351,"23,74,165"
352,"3,169,296"
353,"23,26,38"
354,"3,21,40"
355,"10,11,44"
356,"23,26,38"
357,"31,169,426"
358,"0,8,271"
359,"10,64,448"
360,"23,24,40"
361,"10,23,44"
362,"3,21,85"
363,"169,170,199"
364,"169,426,508"
365,"0,213,271"
366,"23,26,38"
367,"0,23,26"
368,"23,38,74"
369,"169,170,199"
370,"3,4,30"
371,"10,24,43"
372,"23,74,118"
373,"40,131,159"
374,"8,206,369"
375,"10,54,55"
376,"169,170,199"
377,"3,30,66"
378,"40,41,224"
379,"31,169,258"
380,"3,4,30"
381,"3,169,199"
382,"169,199,426"
383,"169,170,199"
384,"3,17,18"
385,"10,220,221"
386,"10,23,220"
387,"23,38,74"
388,"0,211,212"
389,"3,21,85"
390,"10,220,221"
391,"23,24,40"
392,"0,216,271"
393,"10,64,90"
394,"10,24,220"
395,"3,21,111"
396,"40,135,250"
397,"3,21,40"
398,"169,337,339"
399,"169,170,199"
400,"10,23,44"
401,"169,170,199"
402,"3,21,30"
403,"0,271,272"
404,"3,13,30"
405,"0,8,235"
406,"3,21,30"
407,"40,131,193"
408,"3,34,40"
409,"3,169,199"
410,"3,21,40"
411,"3,15,34"
412,"23,24,49"
413,"169,170,199"
414,"8,206,285"
415,"40,131,226"
416,"23,26,38"
417,"10,220,221"
418,"31,40,131"
419,"23,40,74"
420,"169,170,199"
421,"10,220,221"
422,"10,216,370"
423,"23,74,165"
424,"23,26,350"
425,"0,271,363"
426,"169,296,411"
427,"23,24,43"
428,"10,23,145"
429,"169,170,199"
430,"23,40,128"
431,"23,26,350"
432,"10,11,12"
433,"23,64,338"
434,"23,38,74"
435,"3,21,111"
436,"0,249,271"
437,"10,220,221"
438,"40,128,162"
439,"169,170,337"
440,"23,31,32"
441,"10,24,220"
442,"3,15,53"
443,"169,170,199"
444,"0,23,216"
445,"3,4,7"
446,"0,265,341"
447,"0,23,208"
448,"10,23,64"
449,"40,128,395"
450,"213,252,429"
451,"0,216,354"
452,"169,296,306"
453,"40,160,302"
454,"23,74,303"
455,"169,170,199"
456,"40,131,193"
457,"10,64,448"
458,"3,21,40"
459,"3,40,131"
460,"0,8,285"
461,"169,170,199"
462,"23,24,74"
463,"40,184,185"
464,"0,265,271"
465,"0,8,285"
466,"23,26,350"
467,"23,24,145"
468,"10,11,44"
469,"3,21,53"
470,"169,170,199"
471,"252,271,429"
472,"10,64,65"
473,"0,216,249"
474,"23,26,350"
475,"0,265,271"
476,"0,23,38"
477,"169,199,426"
478,"40,135,141"
479,"169,170,199"
480,"40,128,395"
481,"10,23,44"
482,"40,131,159"
483,"0,10,23"
484,"3,21,30"
485,"0,8,206"
486,"10,64,65"
487,"0,211,216"
488,"23,74,165"
489,"40,151,152"
490,"10,64,90"
491,"23,24,74"
492,"10,23,31"
493,"0,218,265"
494,"3,21,40"
495,"0,213,214"
496,"40,135,395"
497,"10,23,24"
498,"23,26,231"
499,"10,23,24"
500,"3,21,169"
501,"3,35,40"
502,"23,24,49"
503,"10,64,448"
504,"3,17,18"
505,"40,131,395"
506,"10,64,461"
507,"135,169,199"
508,"3,21,28"
509,"3,53,169"
510,"10,64,461"
511,"40,128,184"
512,"0,8,23"
513,"10,60,61"
514,"3,53,111"
515,"40,128,186"
516,"3,17,18"
517,"10,32,43"
518,"3,21,30"
519,"3,15,53"
520,"10,24,220"
521,"0,216,271"
522,"10,23,54"
523,"40,131,159"
524,"3,31,32"
525,"23,26,231"
526,"23,74,118"
527,"40,131,134"
528,"23,169,296"
529,"23,31,38"
530,"10,60,64"
531,"10,220,221"
532,"23,26,89"
533,"0,249,279"
534,"169,170,199"
535,"23,26,38"
536,"3,21,147"
537,"0,8,206"
538,"10,40,145"
539,"3,21,53"
540,"0,8,265"
541,"23,26,38"
542,"23,26,38"
543,"3,4,7"
544,"3,40,395"
545,"23,24,38"
546,"10,64,65"
547,"40,135,141"
548,"3,15,34"
549,"23,24,169"
550,"40,135,138"
551,"3,21,40"
552,"40,53,395"
553,"10,220,242"
554,"10,11,12"
555,"10,23,24"
556,"10,24,60"
557,"23,26,89"
558,"10,64,461"
559,"23,40,128"
560,"10,220,221"
561,"0,265,341"
562,"10,220,242"
563,"10,23,169"
564,"3,21,111"
565,"10,24,43"
566,"0,313,501"
567,"0,23,216"
568,"23,74,118"
569,"10,11,109"
570,"10,60,64"
571,"23,24,74"
572,"3,13,150"
573,"10,64,461"
574,"10,64,90"
575,"3,21,40"
576,"10,64,461"
577,"23,24,43"
578,"3,21,53"
579,"10,11,44"
580,"40,135,250"
581,"3,21,40"
582,"0,218,351"
583,"3,5,53"
584,"169,170,171"
585,"0,8,40"
586,"10,220,242"
587,"3,53,147"
588,"23,31,40"
589,"3,21,40"
590,"23,26,38"
591,"10,64,90"
592,"169,170,199"
593,"10,23,24"
594,"10,220,221"
595,"40,135,236"
596,"23,38,63"
597,"8,206,369"
598,"3,85,111"
599,"23,38,74"
600,"23,24,40"
601,"40,131,162"
602,"3,5,6"
603,"23,24,265"
604,"3,4,7"
605,"0,8,271"
606,"40,160,302"
607,"3,35,147"
608,"0,271,366"
609,"23,24,74"
610,"10,24,43"
611,"23,26,89"
612,"10,11,24"
613,"3,5,21"
614,"40,128,129"
615,"0,265,271"
616,"23,24,31"
617,"31,53,290"
618,"23,24,49"
619,"169,170,199"
620,"0,8,26"
621,"23,26,38"
622,"3,21,40"
623,"3,21,40"
624,"3,23,40"
625,"0,8,313"
626,"169,199,281"
627,"40,131,169"
628,"10,23,54"
629,"3,4,7"
630,"31,258,328"
631,"0,8,206"
632,"169,170,199"
633,"169,170,199"
634,"0,218,351"
635,"23,26,350"
636,"40,135,236"
637,"3,34,40"
638,"40,151,152"
639,"26,27,429"
640,"23,38,74"
641,"0,8,206"
642,"40,128,135"
643,"40,135,395"
644,"3,21,169"
645,"23,26,89"
646,"3,21,147"
647,"23,31,258"
648,"3,4,7"
649,"169,170,199"
650,"23,24,38"
651,"23,26,89"
652,"10,23,31"
653,"40,41,131"
654,"31,169,454"
655,"40,135,395"
656,"3,4,30"
657,"0,8,206"
658,"3,4,7"
659,"3,13,30"
660,"40,131,159"
661,"0,23,216"
662,"0,3,21"
663,"10,24,60"
664,"10,11,109"
665,"10,24,43"
666,"10,64,461"
667,"31,96,258"
668,"23,26,38"
669,"23,26,38"
670,"23,38,40"
671,"10,23,54"
672,"10,220,221"
673,"169,170,199"
674,"40,135,139"
675,"3,21,147"
676,"10,23,44"
677,"3,17,21"
678,"3,21,111"
679,"10,220,221"
680,"8,23,206"
681,"40,131,134"
682,"10,64,90"
683,"23,40,74"
684,"23,38,74"
685,"3,34,53"
686,"23,24,31"
687,"169,170,199"
688,"23,169,199"
689,"10,220,242"
690,"3,21,53"
691,"169,170,199"
692,"3,21,53"
693,"10,64,93"
694,"0,206,208"
695,"23,24,38"
696,"23,24,38"
697,"3,15,34"
698,"3,13,85"
699,"40,128,131"
700,"3,18,40"
701,"23,24,38"
702,"23,38,74"
703,"23,38,40"
704,"23,26,38"
705,"40,135,138"
706,"3,40,128"
707,"40,41,224"
708,"0,8,265"
709,"23,24,49"
710,"3,17,21"
711,"23,40,74"
712,"3,15,34"
713,"0,211,216"
714,"40,135,250"
715,"23,24,49"
716,"3,35,36"
717,"3,4,28"
718,"3,21,40"
719,"23,38,74"
720,"3,85,111"
721,"10,11,12"
722,"3,21,40"
723,"3,15,85"
724,"3,5,28"
725,"10,24,43"
726,"3,169,170"
727,"0,8,206"
728,"169,170,199"
729,"40,41,395"
730,"23,169,199"
731,"169,170,426"
732,"3,17,30"
733,"10,23,24"
734,"169,170,199"
735,"169,170,199"
736,"10,23,31"
737,"169,170,199"
738,"10,12,60"
739,"23,26,350"
740,"23,26,169"
741,"23,265,271"
742,"3,4,53"
743,"23,24,169"
744,"10,23,54"
745,"3,4,7"
746,"40,62,169"
747,"23,31,258"
748,"3,169,199"
749,"10,23,24"
750,"3,21,40"
751,"23,24,43"
752,"3,21,111"
753,"169,170,199"
754,"169,170,199"
755,"10,24,60"
756,"10,23,44"
757,"40,162,163"
758,"3,15,34"
759,"169,170,199"
760,"169,170,199"
761,"10,31,40"
762,"10,60,64"
763,"3,21,53"
764,"3,21,53"
765,"0,8,285"
766,"0,265,273"
767,"169,199,426"
768,"0,3,265"
769,"10,169,199"
770,"3,53,111"
771,"10,64,448"
772,"3,15,34"
773,"3,21,30"
774,"169,170,199"
775,"3,21,40"
776,"3,169,170"
777,"23,74,169"
778,"3,4,7"
779,"169,199,296"
780,"10,64,93"
781,"10,169,170"
782,"0,265,271"
783,"3,13,74"
784,"3,21,30"
785,"169,170,199"
786,"169,170,199"
787,"23,24,74"
788,"8,23,206"
789,"23,26,40"
790,"3,21,40"
791,"10,220,221"
792,"10,11,44"
793,"23,24,38"
794,"169,199,281"
795,"40,131,184"
796,"3,5,21"
797,"3,21,111"
798,"40,184,185"
799,"40,139,395"
800,"169,170,199"
801,"40,131,169"
802,"23,26,38"
803,"3,40,184"
804,"3,4,53"
805,"169,199,426"
806,"40,128,395"
807,"10,23,38"
808,"3,169,199"
809,"3,169,170"
810,"23,24,38"
811,"10,24,43"
812,"10,11,44"
813,"0,265,271"
814,"3,21,40"
815,"40,128,395"
816,"3,30,53"
817,"3,28,53"
818,"3,17,18"
819,"3,169,170"
820,"0,255,271"
821,"3,40,53"
822,"169,170,199"
823,"23,24,43"
824,"3,85,111"
825,"40,131,145"
826,"0,8,391"
827,"10,11,60"
828,"169,170,199"
829,"23,145,478"
830,"10,64,90"
831,"0,271,288"
832,"10,11,44"
833,"169,170,199"
834,"3,53,111"
835,"23,74,317"
836,"169,170,199"
837,"40,184,185"
838,"3,4,7"
839,"3,5,85"
840,"23,24,169"
841,"3,40,111"
842,"3,5,28"
843,"23,26,89"
844,"10,23,31"
845,"23,31,38"
846,"169,170,199"
847,"40,128,130"
848,"0,8,285"
849,"31,96,258"
850,"169,170,199"
851,"23,38,169"
852,"3,31,40"
853,"23,24,38"
854,"169,170,199"
855,"40,145,146"
856,"23,24,49"
857,"10,64,461"
858,"3,4,30"
859,"169,170,199"
860,"23,26,89"
861,"10,60,169"
862,"23,31,74"
863,"0,255,463"
864,"3,13,53"
865,"40,41,184"
866,"3,21,85"
867,"170,171,199"
868,"3,13,21"
869,"169,170,199"
870,"40,135,395"
871,"38,40,250"
872,"3,21,85"
873,"169,170,199"
874,"0,213,214"
875,"10,23,44"
876,"3,13,30"
877,"40,131,226"
878,"169,170,171"
879,"23,24,38"
880,"3,4,85"
881,"8,206,369"
882,"23,54,145"
883,"40,131,395"
884,"10,23,54"
885,"3,40,41"
886,"169,170,199"
887,"10,23,60"
888,"3,21,30"
889,"169,170,199"
890,"10,23,44"
891,"3,111,275"
892,"23,24,38"
893,"10,11,60"
894,"23,105,318"
895,"3,53,111"
896,"40,131,184"
897,"3,21,40"
898,"3,40,41"
899,"169,170,199"
900,"0,208,249"
901,"3,21,30"
902,"23,24,25"
903,"40,131,159"
904,"10,64,461"
905,"23,38,309"
906,"0,8,23"
907,"0,8,235"
908,"3,13,53"
909,"40,162,163"
910,"10,220,242"
911,"10,11,60"
912,"23,31,245"
913,"10,23,44"
914,"10,64,90"
915,"10,220,221"
916,"3,4,7"
917,"0,271,313"
918,"3,28,30"
919,"3,31,53"
920,"3,120,147"
921,"23,40,60"
922,"3,28,30"
923,"10,64,461"
924,"40,145,146"
925,"23,24,38"
926,"10,23,60"
927,"40,128,130"
928,"3,21,40"
929,"3,30,66"
930,"23,26,89"
931,"0,3,208"
932,"23,24,38"
933,"23,38,74"
934,"169,170,199"
935,"169,426,508"
936,"3,21,30"
937,"3,15,85"
938,"3,21,111"
939,"169,296,306"
940,"3,4,7"
941,"23,26,89"
942,"3,120,147"
943,"169,199,426"
944,"3,4,7"
945,"169,170,199"
946,"0,8,206"
947,"3,21,40"
948,"23,74,118"
949,"40,139,395"
950,"0,271,429"
951,"23,31,169"
952,"169,170,199"
953,"23,31,40"
954,"23,24,49"
955,"10,11,60"
956,"10,54,145"
957,"23,24,49"
958,"10,60,169"
959,"10,24,43"
960,"169,170,199"
961,"3,169,199"
962,"23,24,59"
963,"40,139,155"
964,"10,24,43"
965,"40,128,130"
966,"10,64,79"
967,"169,337,426"
968,"3,53,287"
969,"23,74,165"
970,"40,135,138"
971,"40,135,160"
972,"23,24,62"
973,"0,216,370"
974,"10,220,221"
975,"169,199,271"
976,"0,8,206"
977,"40,135,141"
978,"3,21,40"
979,"23,74,317"
980,"23,24,169"
981,"0,8,235"
982,"3,17,40"
983,"3,21,30"
984,"40,131,134"
985,"40,151,152"
986,"23,105,318"
987,"40,131,134"
988,"10,60,64"
989,"3,21,30"
990,"3,21,34"
991,"10,24,43"
992,"169,170,199"
993,"3,21,53"
994,"10,24,43"
995,"3,34,53"
996,"169,170,199"
997,"40,131,395"
998,"40,41,201"
999,"10,24,62"
1000,"40,128,395"
1001,"3,4,7"
1002,"0,8,216"
1003,"23,40,145"
1004,"3,30,53"
1005,"169,170,199"
1006,"3,21,85"
1007,"10,23,40"
1008,"169,170,296"
1009,"10,11,60"
1010,"23,26,231"
1011,"3,21,30"
1012,"3,21,53"
1013,"10,64,79"
1014,"3,21,30"
1015,"23,24,265"
1016,"23,24,38"
1017,"23,26,38"
1018,"3,21,30"
1019,"3,4,7"
1020,"0,213,271"
1021,"10,220,242"
1022,"0,8,265"
1023,"23,26,89"
1024,"3,4,53"
1025,"40,162,163"
1026,"0,8,271"
1027,"23,26,89"
1028,"3,21,30"
1029,"23,24,43"
1030,"31,96,169"
1031,"10,43,60"
1032,"40,128,184"
1033,"3,21,53"
1034,"3,169,199"
1035,"3,53,111"
1036,"3,15,16"
1037,"3,53,111"
1038,"40,139,395"
1039,"10,24,43"
1040,"31,169,199"
1041,"10,23,44"
1042,"0,24,265"
1043,"169,170,199"
1044,"10,64,90"
1045,"23,24,38"
1046,"3,21,40"
1047,"169,426,508"
1048,"10,220,221"
1049,"0,40,128"
1050,"10,64,461"
1051,"3,21,85"
1052,"10,220,242"
1053,"10,60,64"
1054,"40,184,185"
1055,"23,38,137"
1056,"10,220,221"
1057,"3,15,53"
1058,"3,15,85"
1059,"40,132,139"
1060,"23,24,43"
1061,"3,21,28"
1062,"3,21,40"
1063,"0,211,216"
1064,"3,21,379"
1065,"40,151,152"
1066,"10,44,54"
1067,"169,199,426"
1068,"3,21,111"
1069,"3,40,111"
1070,"3,5,21"
1071,"0,265,418"
1072,"10,60,64"
1073,"8,206,369"
1074,"3,53,111"
1075,"3,21,53"
1076,"23,26,89"
1077,"3,4,7"
1078,"40,135,151"
1079,"40,41,135"
1080,"3,13,85"
1081,"3,13,21"
1082,"23,26,89"
1083,"23,24,38"
1084,"40,135,139"
1085,"23,40,169"
1086,"0,3,13"
1087,"10,64,169"
1088,"3,34,53"
1089,"40,128,395"
1090,"3,4,7"
1091,"40,128,131"
1092,"23,38,74"
1093,"40,139,395"
1094,"169,170,199"
1095,"169,170,199"
1096,"3,17,21"
1097,"40,135,139"
1098,"40,41,395"
1099,"40,145,146"
1100,"0,271,352"
1101,"0,255,271"
1102,"3,53,111"
1103,"10,23,24"
1104,"3,34,169"
1105,"3,23,74"
1106,"23,26,89"
1107,"169,170,199"
1108,"169,170,199"
1109,"169,199,281"
1110,"23,169,239"
1111,"0,8,206"
1112,"23,24,49"
1113,"3,4,111"
1114,"170,171,199"
1115,"40,160,395"
1116,"3,21,147"
1117,"0,8,216"
1118,"40,128,151"
1119,"23,40,146"
1120,"10,64,461"
1121,"3,21,30"
1122,"169,170,199"
1123,"40,135,139"
1124,"3,21,30"
1125,"169,170,199"
1126,"3,21,30"
1127,"10,64,90"
1128,"23,26,89"
1129,"0,271,366"
1130,"23,24,43"
1131,"10,11,44"
1132,"0,265,271"
1133,"10,64,448"
1134,"10,11,205"
1135,"0,211,212"
1136,"3,21,30"
1137,"169,170,199"
1138,"10,220,221"
1139,"169,199,426"
1140,"169,199,296"
1141,"3,21,85"
1142,"10,220,221"
1143,"169,170,199"
1144,"10,11,12"
1145,"23,24,38"
1146,"3,28,40"
1147,"23,26,38"
1148,"23,26,89"
1149,"3,21,85"
1150,"3,30,66"
1151,"3,40,66"
1152,"10,54,55"
1153,"10,145,220"
1154,"23,24,54"
1155,"10,60,61"
1156,"10,23,44"
1157,"0,218,255"
1158,"23,26,38"
1159,"3,53,523"
1160,"169,170,199"
1161,"3,4,34"
1162,"23,26,231"
1163,"23,38,74"
1164,"265,340,341"
1165,"23,38,74"
1166,"3,169,170"
1167,"3,34,40"
1168,"0,216,271"
1169,"23,24,38"
1170,"0,216,271"
1171,"23,24,74"
1172,"3,4,7"
1173,"23,26,89"
1174,"23,31,265"
1175,"23,74,169"
1176,"10,23,43"
1177,"0,271,429"
1178,"10,64,169"
1179,"40,41,151"
1180,"169,170,199"
1181,"169,170,199"
1182,"265,340,341"
1183,"23,31,38"
1184,"23,26,350"
1185,"3,31,32"
1186,"10,220,221"
1187,"3,21,34"
1188,"23,31,290"
1189,"169,170,171"
1190,"3,32,40"
1191,"40,135,169"
1192,"10,24,60"
1193,"40,41,395"
1194,"0,265,341"
1195,"169,199,281"
1196,"3,4,7"
1197,"40,151,152"
1198,"0,23,208"
1199,"3,10,60"
1200,"10,11,205"
1201,"3,31,32"
1202,"3,21,111"
1203,"40,74,395"
1204,"10,23,24"
1205,"23,38,74"
1206,"0,8,235"
1207,"0,265,341"
1208,"10,220,221"
1209,"10,24,43"
1210,"169,170,199"
1211,"169,199,426"
1212,"10,64,448"
1213,"169,199,426"
1214,"23,26,350"
1215,"10,220,221"
1216,"23,74,303"
1217,"3,53,523"
1218,"3,40,111"
1219,"10,64,335"
1220,"169,199,426"
1221,"10,220,221"
1222,"3,21,30"
1223,"3,21,85"
1224,"40,131,145"
1225,"10,11,44"
1226,"23,38,309"
1227,"40,128,184"
1228,"40,131,193"
1229,"169,170,199"
1230,"23,74,151"
1231,"23,62,74"
1232,"0,23,271"
1233,"23,26,38"
1234,"169,170,199"
1235,"3,74,317"
1236,"10,220,242"
1237,"23,24,38"
1238,"23,31,328"
1239,"3,13,40"
1240,"0,8,265"
1241,"3,21,30"
1242,"10,23,89"
1243,"40,41,151"
1244,"10,11,109"
1245,"0,265,271"
1246,"169,199,426"
1247,"23,38,74"
1248,"10,23,64"
1249,"169,170,199"
1250,"11,59,205"
1251,"10,64,90"
1252,"3,21,85"
1253,"23,24,40"
1254,"40,41,224"
1255,"10,23,231"
1256,"3,4,30"
1257,"0,265,271"
1258,"169,199,426"
1259,"0,208,265"
1260,"3,21,30"
1261,"3,40,135"
1262,"10,64,93"
1263,"40,131,184"
1264,"23,24,43"
1265,"3,13,21"
1266,"3,17,18"
1267,"23,24,40"
1268,"23,26,231"
1269,"3,21,40"
1270,"3,21,40"
1271,"23,38,71"
1272,"3,21,30"
1273,"40,169,199"
1274,"169,170,199"
1275,"23,38,74"
1276,"3,17,199"
1277,"3,30,85"
1278,"40,135,386"
1279,"3,15,34"
1280,"0,10,169"
1281,"3,21,34"
1282,"10,54,64"
1283,"3,30,53"
1284,"3,30,169"
1285,"3,21,30"
1286,"0,271,272"
1287,"23,26,89"
1288,"40,128,130"
1289,"0,229,230"
1290,"10,220,221"
1291,"169,199,323"
1292,"3,31,169"
1293,"23,26,231"
1294,"3,111,275"
1295,"3,21,30"
1296,"3,5,6"
1297,"3,21,30"
1298,"3,21,85"
1299,"10,64,461"
1300,"23,24,38"
1301,"23,38,74"
1302,"3,21,40"
1303,"3,30,111"
1304,"3,4,7"
1305,"3,34,53"
1306,"68,111,169"
1307,"169,170,199"
1308,"169,170,337"
1309,"3,4,111"
1310,"3,13,21"
1311,"23,24,74"
1312,"3,10,265"
1313,"23,24,38"
1314,"23,38,309"
1315,"3,169,199"
1316,"24,62,169"
1317,"3,10,53"
1318,"169,199,311"
1319,"3,21,111"
1320,"10,64,93"
1321,"10,220,242"
1322,"3,15,147"
1323,"23,74,165"
1324,"23,26,350"
1325,"3,169,170"
1326,"23,26,38"
1327,"10,220,221"
1328,"3,30,53"
1329,"3,13,21"
1330,"10,64,79"
1331,"3,4,30"
1332,"3,21,169"
1333,"169,170,199"
1334,"0,285,313"
1335,"3,21,28"
1336,"3,10,13"
1337,"10,220,221"
1338,"3,21,40"
1339,"3,120,147"
1340,"3,169,199"
1341,"40,145,146"
1342,"169,170,199"
1343,"169,170,199"
1344,"10,40,220"
1345,"40,128,395"
1346,"169,199,426"
1347,"3,21,147"
1348,"40,135,138"
1349,"169,170,199"
1350,"23,24,49"
1351,"0,8,285"
1352,"3,50,53"
1353,"0,8,313"
1354,"3,53,287"
1355,"8,271,308"
1356,"3,50,147"
1357,"3,85,86"
1358,"23,38,74"
1359,"10,11,12"
1360,"3,35,36"
1361,"23,128,130"
